Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
283,Aaron Wan-Bissaka,DF,24.0,15.9,1.2,0,1.2,1.0,0,1.0,2.2,2.2,0.07,0.06,0.14,0.07,0.14
284,Tyrell Malacia,DF,22.0,15.5,0.2,0,0.2,0.7,0,0.7,0.9,0.9,0.02,0.04,0.06,0.02,0.06
285,Victor Lindelöf,DF,28.0,15.2,0.3,0,0.3,0.1,0,0.1,0.4,0.4,0.02,0.01,0.03,0.02,0.03
286,Fred,MF,29.0,13.9,2.0,2,0.0,2.9,2,0.9,0.9,4.9,0.14,0.21,0.35,0.14,0.35
287,Anthony Martial,FW,26.0,10.9,5.5,5,0.5,1.4,2,-0.6,-0.1,6.9,0.58,0.13,0.7,0.5,0.63
288,Scott McTominay,MF,25.0,12.9,1.9,1,0.9,0.6,0,0.6,1.5,2.5,0.15,0.04,0.19,0.15,0.19
289,Wout Weghorst,"FW,MF",29.0,8.9,2.0,0,2.0,1.2,1,0.2,2.2,3.2,0.23,0.13,0.36,0.23,0.36
290,Harry Maguire,DF,29.0,8.5,0.3,0,0.3,0.0,0,0.0,0.3,0.4,0.04,0.0,0.04,0.04,0.04
291,Marcel Sabitzer,MF,28.0,7.0,0.7,0,0.7,0.9,1,-0.1,0.6,1.7,0.11,0.13,0.24,0.11,0.24
292,Alejandro Garnacho,"FW,MF",18.0,6.3,3.0,3,0.0,1.0,2,-1.0,-1.0,4.1,0.48,0.16,0.64,0.48,0.64
293,Anthony Elanga,FW,20.0,4.7,0.7,0,0.7,0.9,1,-0.1,0.6,1.6,0.15,0.19,0.34,0.15,0.34
294,Cristiano Ronaldo,FW,37.0,5.8,1.9,1,0.9,0.4,0,0.4,1.3,2.3,0.32,0.07,0.4,0.32,0.4
295,Donny van de Beek,MF,25.0,1.9,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.05,0.06,0.11,0.05,0.11
296,Facundo Pellistri,"FW,MF",20.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Kobbie Mainoo,MF,17.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Ivan Provedel,GK,29.0,37.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Felipe Anderson,FW,30.0,32.9,6.0,9,-3.0,4.8,2,2.8,-0.2,10.9,0.18,0.15,0.33,0.18,0.33
300,Sergej Milinković-Savić,MF,28.0,33.6,6.8,9,-2.2,7.1,8,-0.9,-3.1,13.9,0.2,0.21,0.41,0.2,0.41
301,Alessio Romagnoli,DF,28.0,32.5,1.4,2,-0.6,0.1,0,0.1,-0.5,1.6,0.04,0.0,0.05,0.04,0.05
302,Mattia Zaccagni,FW,27.0,30.8,5.9,9,-3.1,4.5,6,-1.5,-4.6,10.4,0.22,0.15,0.36,0.19,0.34
303,Adam Marušić,DF,30.0,30.7,0.7,0,0.7,1.1,2,-0.9,-0.2,1.8,0.02,0.03,0.06,0.02,0.06
304,Luis Alberto,MF,30.0,27.1,2.7,5,-2.3,7.0,7,0.0,-2.3,9.7,0.16,0.26,0.42,0.1,0.36
305,Nicolò Casale,DF,25.0,27.1,0.6,1,-0.4,0.3,1,-0.7,-1.1,0.9,0.02,0.01,0.03,0.02,0.03
306,Ciro Immobile,FW,33.0,24.7,10.3,8,2.3,1.9,5,-3.1,-0.8,12.2,0.57,0.08,0.65,0.42,0.49
307,Danilo Cataldi,MF,28.0,21.4,0.2,0,0.2,1.1,1,0.1,0.3,1.4,0.01,0.05,0.06,0.01,0.06
308,Elseid Hysaj,DF,29.0,22.2,0.2,1,-0.8,1.1,1,0.1,-0.7,1.3,0.01,0.05,0.06,0.01,0.06
309,Manuel Lazzari,DF,29.0,20.9,0.3,0,0.3,0.7,0,0.7,1.0,1.0,0.02,0.03,0.05,0.02,0.05
310,Pedro,FW,35.0,21.1,3.4,4,-0.6,2.6,3,-0.4,-1.0,6.1,0.16,0.13,0.29,0.16,0.29
311,Matías Vecino,MF,31.0,18.8,2.5,2,0.5,0.5,0,0.5,1.0,3.0,0.13,0.03,0.16,0.13,0.16
312,Patric,DF,30.0,15.7,0.1,0,0.1,0.0,0,0.0,0.1,0.2,0.01,0.0,0.01,0.01,0.01
313,Marcos Antônio,MF,22.0,6.6,1.2,1,0.2,0.3,1,-0.7,-0.5,1.5,0.18,0.04,0.23,0.18,0.23
314,Toma Bašić,MF,26.0,5.7,1.8,1,0.8,0.4,0,0.4,1.2,2.2,0.32,0.07,0.39,0.32,0.39
315,Matteo Cancellieri,FW,21.0,2.8,0.4,0,0.4,0.4,0,0.4,0.8,0.8,0.14,0.14,0.28,0.14,0.28
316,Luca Pellegrini,DF,24.0,2.0,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.04,0.11,0.15,0.04,0.15
317,Luka Romero,FW,18.0,1.7,0.9,1,-0.1,0.1,0,0.1,0.0,0.9,0.52,0.04,0.55,0.52,0.55
318,Luís Maximiano,GK,24.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Mario Gila,DF,22.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Willi Orban,DF,29.0,32.8,3.0,4,-1.0,0.4,0,0.4,-0.6,3.4,0.09,0.01,0.1,0.09,0.1
323,Dominik Szoboszlai,"MF,FW",21.0,27.2,4.7,5,-0.3,8.1,8,0.1,-0.2,12.9,0.2,0.3,0.5,0.17,0.47
324,Janis Blaswich,GK,31.0,26.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Joško Gvardiol,DF,20.0,24.1,1.8,1,0.8,0.6,0,0.6,1.4,2.5,0.08,0.03,0.1,0.08,0.1
326,Benjamin Henrichs,"DF,MF",25.0,24.3,1.2,2,-0.8,1.8,2,-0.2,-1.0,3.0,0.05,0.07,0.12,0.05,0.12
327,Timo Werner,"FW,MF",26.0,21.5,9.1,9,0.1,3.1,3,0.1,0.2,12.2,0.42,0.15,0.57,0.42,0.57
328,Christopher Nkunku,"FW,MF",24.0,21.1,11.3,13,-1.7,4.3,4,0.3,-1.4,15.6,0.68,0.2,0.89,0.54,0.74
329,André Silva,FW,26.0,19.3,9.2,4,5.2,2.9,3,-0.1,5.1,12.0,0.47,0.15,0.62,0.47,0.62
330,David Raum,"DF,MF",24.0,18.7,0.6,0,0.6,4.6,2,2.6,3.2,5.2,0.03,0.25,0.28,0.03,0.28
331,Mohamed Simakan,DF,22.0,16.2,1.7,1,0.7,1.2,1,0.2,0.9,2.9,0.1,0.08,0.18,0.1,0.18
332,Marcel Halstenberg,DF,30.0,17.3,1.1,1,0.1,2.1,1,1.1,1.2,3.3,0.06,0.12,0.19,0.06,0.19
333,Konrad Laimer,MF,25.0,16.3,2.4,3,-0.6,2.3,0,2.3,1.7,4.7,0.15,0.14,0.29,0.15,0.29
334,Xaver Schlager,MF,24.0,16.7,0.3,1,-0.7,0.7,1,-0.3,-1.0,0.9,0.02,0.04,0.06,0.02,0.06
335,Emil Forsberg,"MF,FW",30.0,16.5,3.3,4,-0.7,2.3,4,-1.7,-2.4,5.6,0.3,0.14,0.43,0.2,0.34
336,Kevin Kampl,MF,31.0,15.2,1.1,2,-0.9,1.0,2,-1.0,-1.9,2.2,0.07,0.07,0.14,0.07,0.14
337,Amadou Haidara,MF,24.0,15.9,2.8,2,0.8,1.5,1,0.5,1.3,4.3,0.18,0.09,0.27,0.18,0.27
338,Dani Olmo,"MF,FW",24.0,14.2,2.9,2,0.9,4.5,5,-0.5,0.4,7.4,0.21,0.32,0.52,0.21,0.52
339,Lukas Klostermann,DF,26.0,10.1,0.3,0,0.3,0.1,0,0.1,0.4,0.5,0.03,0.01,0.05,0.03,0.05
340,Péter Gulácsi,GK,32.0,6.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Abdou Diallo,"DF,MF",26.0,5.3,0.4,1,-0.6,0.1,0,0.1,-0.5,0.5,0.07,0.02,0.09,0.07,0.09
342,Yussuf Poulsen,FW,28.0,4.6,1.3,2,-0.7,1.8,1,0.8,0.1,3.1,0.29,0.39,0.68,0.29,0.68
343,Hugo Novoa,"DF,FW",19.0,2.0,0.9,1,-0.1,0.0,0,0.0,-0.1,0.9,0.43,0.02,0.45,0.43,0.45
344,Ørjan Nyland,GK,31.0,2.0,0.0,0,0.0,0.1,1,-0.9,-0.9,0.1,0.0,0.06,0.06,0.0,0.06
345,Alexander Sørloth,FW,26.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Valentin Rongier,MF,27.0,33.7,1.7,1,0.7,2.7,2,0.7,1.4,4.4,0.05,0.08,0.13,0.05,0.13
348,Pau López,GK,27.0,32.5,0.0,0,0.0,0.4,2,-1.6,-1.6,0.4,0.0,0.01,0.01,0.0,0.01
349,Chancel Mbemba,DF,27.0,31.7,3.1,5,-1.9,0.5,0,0.5,-1.4,3.5,0.1,0.01,0.11,0.1,0.11
350,Alexis Sánchez,"FW,MF",33.0,29.8,10.2,12,-1.8,5.8,3,2.8,1.0,16.0,0.42,0.2,0.62,0.34,0.54
351,Jonathan Clauss,DF,29.0,28.8,4.2,2,2.2,8.4,9,-0.6,1.6,12.6,0.15,0.29,0.44,0.15,0.44
352,Jordan Veretout,MF,29.0,31.8,3.1,3,0.1,3.8,3,0.8,0.9,6.9,0.12,0.12,0.24,0.1,0.22
353,Leonardo Balerdi,DF,23.0,29.3,1.3,0,1.3,0.2,1,-0.8,0.5,1.4,0.04,0.01,0.05,0.04,0.05
354,Cengiz Ünder,"MF,DF",25.0,27.7,7.5,4,3.5,7.9,4,3.9,7.4,15.5,0.3,0.29,0.59,0.27,0.56
355,Sead Kolašinac,DF,29.0,24.6,4.1,4,0.1,0.9,1,-0.1,-3.33e-16,5.1,0.17,0.04,0.21,0.17,0.21
356,Mattéo Guendouzi,MF,23.0,23.4,2.5,1,1.5,2.1,4,-1.9,-0.4,4.6,0.14,0.09,0.23,0.11,0.2
357,Samuel Gigot,DF,28.0,20.9,2.6,2,0.6,0.4,2,-1.6,-1.0,3.0,0.12,0.02,0.14,0.12,0.14
358,Nuno Tavares,"DF,MF",22.0,26.1,4.5,6,-1.5,2.6,0,2.6,1.1,7.1,0.17,0.1,0.27,0.17,0.27
359,Ruslan Malinovskyi,"MF,FW",29.0,13.6,2.3,1,1.3,2.4,1,1.4,2.7,4.6,0.17,0.17,0.34,0.17,0.34
360,Issa Kaboré,DF,21.0,11.4,0.9,1,-0.1,0.9,0,0.9,0.8,1.7,0.07,0.08,0.15,0.07,0.15
361,Dimitri Payet,"MF,FW",35.0,9.3,2.2,3,-0.8,3.5,3,0.5,-0.3,5.7,0.33,0.37,0.7,0.24,0.62
362,Amine Harit,"MF,FW",25.0,5.7,0.5,0,0.5,1.5,0,1.5,2.0,2.0,0.09,0.25,0.34,0.09,0.34
363,Rubén Blanco,GK,27.0,5.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Gerson,MF,25.0,4.6,0.8,2,-1.2,0.3,0,0.3,-0.9,1.1,0.18,0.06,0.24,0.18,0.24
365,Eric Bailly,DF,28.0,6.0,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.03,0.0,0.03,0.03,0.03
366,Vitinha,FW,22.0,5.2,4.0,2,2.0,0.2,0,0.2,2.2,4.2,0.77,0.03,0.8,0.77,0.8
367,Pape Gueye,"MF,DF",23.0,5.5,0.7,1,-0.3,0.9,1,-0.1,-0.4,1.6,0.13,0.16,0.29,0.13,0.29
368,Luis Javier Suárez,FW,24.0,3.3,2.4,3,-0.6,0.4,1,-0.6,-1.2,2.8,0.74,0.11,0.85,0.74,0.85
369,Arkadiusz Milik,FW,28.0,1.4,0.1,0,0.1,0.2,0,0.2,0.3,0.4,0.1,0.17,0.27,0.1,0.27
370,Bamba Dieng,"FW,MF",22.0,2.2,1.5,1,0.5,0.1,0,0.1,0.6,1.6,0.71,0.04,0.76,0.71,0.76
371,Azzedine Ounahi,"MF,FW",22.0,1.3,0.7,1,-0.3,0.2,0,0.2,-0.1,0.9,0.5,0.16,0.65,0.5,0.65
372,Souleymane Touré,DF,19.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Cédric Bakambu,MF,31.0,0.7,0.0,0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.56,1.56,0.0,1.56
374,François Mughe,MF,18.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Duje Ćaleta-Car,DF,25.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Nicolò Barella,MF,26.0,29.0,3.2,6,-2.8,5.6,6,-0.4,-3.2,8.8,0.11,0.19,0.3,0.11,0.3
378,Hakan Çalhanoğlu,MF,29.0,26.3,2.3,2,0.3,5.0,6,-1.0,-0.7,7.3,0.12,0.19,0.31,0.09,0.28
379,Lautaro Martínez,FW,25.0,28.6,16.5,20,-3.5,5.4,6,-0.6,-4.1,21.9,0.63,0.19,0.82,0.58,0.76
380,Alessandro Bastoni,DF,24.0,24.0,1.0,0,1.0,2.7,2,0.7,1.7,3.7,0.04,0.11,0.15,0.04,0.15
381,Federico Dimarco,DF,25.0,23.0,3.1,4,-0.9,6.9,3,3.9,3.0,9.9,0.13,0.3,0.43,0.13,0.43
382,Francesco Acerbi,DF,35.0,26.9,1.0,0,1.0,1.1,2,-0.9,0.1,2.1,0.04,0.04,0.08,0.04,0.08
383,Denzel Dumfries,DF,27.0,24.6,3.6,1,2.6,4.9,4,0.9,3.5,8.5,0.15,0.2,0.35,0.15,0.35
384,André Onana,GK,27.0,24.0,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
385,Matteo Darmian,DF,33.0,22.5,1.0,1,0.0,1.9,2,-0.1,-0.1,2.9,0.04,0.09,0.13,0.04,0.13
386,Henrikh Mkhitaryan,MF,34.0,22.1,2.8,3,-0.2,2.1,2,0.1,-0.1,4.9,0.13,0.1,0.22,0.13,0.22
387,Stefan de Vrij,DF,31.0,21.6,2.2,1,1.2,0.2,0,0.2,1.4,2.4,0.1,0.01,0.11,0.1,0.11
388,Milan Škriniar,DF,28.0,19.7,0.8,0,0.8,0.3,0,0.3,1.1,1.1,0.04,0.01,0.05,0.04,0.05
389,Marcelo Brozović,MF,30.0,19.7,2.5,3,-0.5,2.8,5,-2.2,-2.7,5.3,0.13,0.14,0.27,0.13,0.27
390,Romelu Lukaku,FW,30.0,18.5,7.4,8,-0.6,4.1,6,-1.9,-2.5,11.5,0.49,0.22,0.71,0.4,0.62
391,Edin Džeko,FW,37.0,19.2,9.7,9,0.7,3.2,3,0.2,0.9,13.0,0.5,0.17,0.67,0.5,0.67
392,Samir Handanović,GK,38.0,13.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Joaquín Correa,FW,28.0,10.6,3.4,3,0.4,1.3,1,0.3,0.7,4.7,0.33,0.12,0.45,0.33,0.45
394,Robin Gosens,DF,28.0,13.2,3.0,3,0.0,2.4,0,2.4,2.4,5.3,0.23,0.18,0.41,0.23,0.41
395,Danilo D'Ambrosio,DF,34.0,8.1,0.3,0,0.3,0.7,2,-1.3,-1.0,0.9,0.03,0.08,0.11,0.03,0.11
396,Roberto Gagliardini,MF,29.0,8.7,0.9,0,0.9,0.3,0,0.3,1.2,1.1,0.1,0.03,0.13,0.1,0.13
397,Kristjan Asllani,MF,21.0,6.5,0.5,0,0.5,0.9,0,0.9,1.4,1.5,0.08,0.14,0.22,0.08,0.22
398,Raoul Bellanova,DF,23.0,5.5,0.6,0,0.6,0.4,0,0.4,1.0,1.0,0.12,0.07,0.19,0.12,0.19
399,Mattia Zanotti,DF,20.0,0.3,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.23,0.23,0.0,0.23
400,Alex Cordaz,GK,40.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Valentin Carboni,"MF,DF",18.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
402,Kieran Trippier,DF,31.0,37.1,0.9,1,-0.1,12.4,7,5.4,5.3,13.3,0.02,0.33,0.36,0.02,0.36
403,Nick Pope,GK,30.0,36.2,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
404,Fabian Schär,DF,30.0,35.6,4.9,1,3.9,3.3,3,0.3,4.2,8.2,0.14,0.09,0.23,0.14,0.23
405,Sven Botman,DF,22.0,34.7,2.5,0,2.5,1.0,0,1.0,3.5,3.5,0.07,0.03,0.1,0.07,0.1
406,Dan Burn,DF,30.0,34.6,2.1,1,1.1,1.3,0,1.3,2.4,3.4,0.06,0.04,0.1,0.06,0.1
407,Bruno Guimarães,MF,24.0,30.3,2.8,4,-1.2,4.0,5,-1.0,-2.2,6.8,0.09,0.13,0.23,0.09,0.23
408,Joe Willock,MF,22.0,28.4,7.0,3,4.0,6.0,6,0.0,4.0,13.0,0.25,0.21,0.46,0.25,0.46
409,Joelinton,"MF,FW",25.0,29.6,7.1,6,1.1,2.4,1,1.4,2.5,9.4,0.24,0.08,0.32,0.24,0.32
410,Miguel Almirón,FW,28.0,27.7,8.0,11,-3.0,3.2,2,1.2,-1.8,11.1,0.29,0.11,0.4,0.29,0.4
411,Sean Longstaff,MF,24.0,28.0,3.6,1,2.6,3.3,4,-0.7,1.9,6.9,0.13,0.12,0.25,0.13,0.25
412,Callum Wilson,FW,30.0,20.9,15.1,15,0.1,2.7,5,-2.3,-2.2,17.8,0.84,0.13,0.97,0.72,0.85
413,Alexander Isak,FW,22.0,16.9,6.7,8,-1.3,2.2,1,1.2,-0.1,8.9,0.49,0.13,0.62,0.4,0.52
414,Jacob Murphy,FW,27.0,13.9,3.3,4,-0.7,2.8,2,0.8,0.1,6.1,0.24,0.2,0.44,0.24,0.44
415,Allan Saint-Maximin,FW,25.0,12.4,1.6,1,0.6,4.6,5,-0.4,0.2,6.2,0.13,0.37,0.5,0.13,0.5
416,Matt Targett,DF,26.0,6.8,0.0,0,0.0,0.4,0,0.4,0.4,0.4,0.0,0.06,0.07,0.0,0.07
417,Anthony Gordon,"FW,MF",21.0,5.4,1.7,1,0.7,0.9,0,0.9,1.6,2.6,0.31,0.17,0.48,0.31,0.48
418,Chris Wood,FW,30.0,5.0,1.0,1,0.0,0.3,0,0.3,0.3,1.3,0.37,0.06,0.43,0.21,0.27
419,Elliot Anderson,"MF,FW",19.0,4.6,1.0,0,1.0,1.3,1,0.3,1.3,2.3,0.22,0.28,0.51,0.22,0.51
420,Ryan Fraser,FW,28.0,3.5,0.3,0,0.3,0.4,0,0.4,0.7,0.7,0.09,0.11,0.2,0.09,0.2
421,Jamaal Lascelles,DF,28.0,2.4,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.04,0.0,0.04,0.04,0.04
422,Martin Dúbravka,GK,33.0,1.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Matt Ritchie,"FW,MF",32.0,0.4,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.24,0.24,0.0,0.24
424,Javier Manquillo,DF,28.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Jonjo Shelvey,MF,30.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Lewis Miley,MF,16.0,0.2,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.42,0.0,0.42,0.42,0.42
427,Jamal Lewis,"DF,FW",24.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Álex Remiro,GK,27.0,38.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Martín Zubimendi,MF,23.0,34.5,1.9,1,0.9,2.0,3,-1.0,-0.1,3.9,0.06,0.06,0.11,0.06,0.11
431,Robin Le Normand,DF,25.0,31.1,1.0,0,1.0,0.1,0,0.1,1.1,1.0,0.03,0.0,0.03,0.03,0.03
432,Igor Zubeldia,DF,25.0,28.2,0.9,1,-0.1,0.4,1,-0.6,-0.7,1.3,0.03,0.01,0.04,0.03,0.04
433,Takefusa Kubo,"FW,MF",21.0,27.1,5.7,9,-3.3,6.0,4,2.0,-1.3,11.7,0.21,0.22,0.43,0.21,0.43
434,Mikel Merino,MF,26.0,27.7,3.5,2,1.5,5.4,9,-3.6,-2.1,8.9,0.15,0.2,0.35,0.13,0.32
435,Brais Méndez,MF,25.0,26.7,5.6,8,-2.4,3.8,4,-0.2,-2.6,9.3,0.21,0.14,0.35,0.21,0.35
436,Alexander Sørloth,FW,26.0,26.5,12.7,12,0.7,4.2,3,1.2,1.9,16.9,0.48,0.16,0.64,0.48,0.64
437,David Silva,MF,36.0,21.5,3.9,2,1.9,3.6,5,-1.4,0.5,7.5,0.18,0.17,0.35,0.18,0.35
438,Aihen Muñoz,DF,24.0,19.5,0.2,0,0.2,0.9,1,-0.1,0.1,1.1,0.01,0.05,0.06,0.01,0.06
439,Andoni Gorosabel,DF,25.0,19.0,0.6,0,0.6,1.0,0,1.0,1.6,1.6,0.03,0.05,0.08,0.03,0.08
440,Diego Rico,DF,29.0,18.3,0.2,0,0.2,1.5,0,1.5,1.7,1.7,0.01,0.08,0.09,0.01,0.09
441,Aritz Elustondo,DF,28.0,16.1,0.7,0,0.7,1.0,1,0.0,0.7,1.7,0.04,0.06,0.11,0.04,0.11
442,Mikel Oyarzabal,"FW,MF",25.0,13.5,2.3,2,0.3,2.2,1,1.2,1.5,4.5,0.34,0.16,0.51,0.17,0.33
443,Asier Illarramendi,MF,32.0,12.0,0.8,1,-0.2,0.4,0,0.4,0.2,1.2,0.07,0.03,0.1,0.07,0.1
444,Jon Pacheco,DF,21.0,13.3,0.1,0,0.1,0.1,1,-0.9,-0.8,0.2,0.01,0.01,0.01,0.01,0.01
445,Ander Barrenetxea,"FW,DF",20.0,9.8,3.0,3,0.0,1.2,1,0.2,0.2,4.2,0.31,0.12,0.43,0.31,0.43
446,Carlos Fernández,FW,26.0,7.0,2.4,1,1.4,0.6,0,0.6,2.0,2.9,0.34,0.08,0.42,0.34,0.42
447,Mohamed Ali Cho,"FW,MF",18.0,6.5,1.8,1,0.8,1.6,2,-0.4,0.4,3.5,0.28,0.25,0.53,0.28,0.53
448,Pablo Marín,"MF,FW",19.0,4.0,1.2,0,1.2,0.8,0,0.8,2.0,2.1,0.31,0.2,0.51,0.31,0.51
449,Alex Sola,DF,23.0,3.9,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.03,0.02,0.05,0.03,0.05
450,Ander Guevara,MF,25.0,2.5,0.0,0,0.0,0.7,0,0.7,0.7,0.7,0.01,0.28,0.29,0.01,0.29
451,Alexander Isak,FW,22.0,1.7,0.2,1,-0.8,0.1,0,0.1,-0.7,0.3,0.12,0.06,0.18,0.12,0.18
452,Roberto Navarro,"MF,FW",20.0,3.9,1.0,0,1.0,1.2,0,1.2,2.2,2.3,0.26,0.32,0.58,0.26,0.58
453,Beñat Turrientes,"MF,FW",20.0,1.2,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.0,0.13,0.13,0.0,0.13
454,Umar Sadiq,FW,25.0,0.9,0.5,1,-0.5,0.0,0,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.5
455,Jon Karrikaburu,FW,19.0,1.0,0.3,0,0.3,0.3,0,0.3,0.6,0.6,0.28,0.31,0.6,0.28,0.6
456,Jon Magunacelaya,"MF,FW",22.0,0.7,0.0,0,0.0,0.4,0,0.4,0.4,0.4,0.03,0.56,0.59,0.03,0.59
457,Olasagasti,"MF,DF",21.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
458,Ander Martin,"MF,FW",21.0,0.5,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.26,0.26,0.0,0.26
459,Theo Hernández,DF,25.0,30.8,3.3,3,0.3,3.3,3,0.3,0.6,6.6,0.13,0.11,0.24,0.11,0.21
460,Fikayo Tomori,DF,25.0,30.7,1.3,1,0.3,0.8,1,-0.2,0.1,2.1,0.04,0.03,0.07,0.04,0.07
461,Sandro Tonali,MF,23.0,30.1,2.4,2,0.4,5.7,7,-1.3,-0.9,8.1,0.08,0.19,0.27,0.08,0.27
462,Rafael Leão,"FW,MF",23.0,26.9,10.8,15,-4.2,7.0,8,-1.0,-5.2,17.9,0.4,0.26,0.66,0.4,0.66
463,Brahim Díaz,"MF,FW",23.0,21.4,6.0,6,0.0,5.6,7,-1.4,-1.4,11.5,0.28,0.26,0.54,0.28,0.54
464,Pierre Kalulu,DF,23.0,28.3,1.5,1,0.5,1.2,0,1.2,1.7,2.8,0.05,0.04,0.1,0.05,0.1
465,Olivier Giroud,FW,36.0,23.8,10.4,10,0.4,4.0,5,-1.0,-0.6,14.4,0.53,0.17,0.7,0.44,0.61
466,Ismaël Bennacer,MF,25.0,22.3,1.0,2,-1.0,3.3,2,1.3,0.3,4.3,0.04,0.15,0.19,0.04,0.19
467,Mike Maignan,GK,27.0,22.0,0.0,0,0.0,0.0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Davide Calabria,DF,26.0,18.8,1.2,1,0.2,1.7,4,-2.3,-2.1,2.9,0.06,0.09,0.15,0.06,0.15
469,Junior Messias,"FW,DF",32.0,16.6,2.3,5,-2.7,0.8,2,-1.2,-3.9,3.0,0.14,0.05,0.18,0.14,0.18
470,Rade Krunić,MF,29.0,18.4,1.1,0,1.1,1.1,1,0.1,1.2,2.2,0.06,0.06,0.12,0.06,0.12
471,Ciprian Tătărușanu,GK,37.0,16.0,0.0,0,0.0,0.5,1,-0.5,-0.5,0.5,0.0,0.03,0.03,0.0,0.03
472,Malick Thiaw,DF,21.0,15.1,0.8,0,0.8,0.2,0,0.2,1.0,1.0,0.06,0.01,0.07,0.06,0.07
473,Alexis Saelemaekers,"FW,DF",23.0,15.6,2.5,2,0.5,4.1,3,1.1,1.6,6.6,0.16,0.27,0.42,0.16,0.42
474,Simon Kjær,DF,34.0,11.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Divock Origi,FW,28.0,11.4,2.1,2,0.1,1.2,1,0.2,0.3,3.3,0.19,0.1,0.29,0.19,0.29
476,Ante Rebić,"FW,MF",29.0,10.9,3.5,3,0.5,2.0,2,0.0,0.5,5.5,0.32,0.19,0.5,0.32,0.5
477,Charles De Ketelaere,"MF,FW",22.0,12.4,2.0,0,2.0,2.0,1,1.0,3.0,4.0,0.16,0.16,0.32,0.16,0.32
478,Tommaso Pobega,MF,23.0,9.8,1.4,2,-0.6,0.3,0,0.3,-0.3,1.7,0.15,0.03,0.17,0.15,0.17
479,Matteo Gabbia,DF,23.0,6.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
